2024 - Tender Sebutharga Summary,,,,,,,Awarded to Gaia,PO from dealer,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No ,Starting Date,Due Date,Institutions/University,Reference No,Bidding Title,SalesPerson,Product Brand,Product Model,Amount Value,Submitted Date,Submission Method,Success,Winning Company,Remark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"19 August, 2024","22 August, 2024",UKM,NETSDP202418093,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA ALAT PENYELIDIKAN KE MAKMAL INBIOSIS, UKM (RP3) : ICE MAKER",Syahirah,Remi,Ice flake maker,"RM16,390.00","22 August, 2024",Online Bidding,No,STRAITS SCIENTIFIC (M) SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"21 August, 2024","26 August, 2024",USM,USMPT/KESIHATAN/24/16466,"MEMBEKAL, MENGHANTAR, MEMASANG DAN KOMISYEN ICE MAKER KE INFORMM PULAU PINANG",Choi,Hoshizaki,Ice flake maker,"RM24,850.00","23 August, 2024",Online Bidding,No,INTERSCIENCE SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"21 August, 2024","26 August, 2024",USM,"	USMPT/KESIHATAN/24/16465","MEMBEKAL, MENGHANTAR, MEMASANG DAN KOMISYEN ""REFRIGERATED MICROCENTRIFUGE"" KE MAKMAL INFORMM PULAU PINANG",Choi,Dynamica,Velocity 15R Pro,"RM22,650.00","23 August, 2024",Online Bidding,No,BIOTEK ABADI SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"21 August, 2024","26 August, 2024",USM,USMPT/KESIHATAN/24/16464,"MEMBEKAL, MENGHANTAR, MEMASANG DAN KOMISYEN ""FREEZER -20C"" KE MAKMAL INFORMM PULAU PINANG",Choi,Promed Biomether,Freezer,"RM16,700.00","26 August, 2024",Online Bidding,No,FISHER SCIENTIFIC (M) SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"27 August, 2024","28 August, 2024",UKM,NETSDP202418792,RATCUFFKIT - L CODA LARGE RAT CUFF KIT,Syahirah,Kent Scientific,CODA-M1,"RM36,240.00","27 August, 2024",Online Bidding,No,LABQUIP (M) SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"29 August, 2024","29 August, 2024",UKM,NETSDP202418727,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA ALAT PENYELIDIKAN DI INSTITUT BIOLOGI SISTEM, UKM, BANGI - BUNSEN BURNER (RP3)",Syahirah,WLD-Tec,Fuego SCS,"RM11,680.00","29 August, 2024",Online Bidding,No,CHEMOPHARM SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"29 August, 2024","29 August, 2024",USM,USMPT/KESIHATAN/24/17194,MEMBEKAL DAN MENGHANTAR BAHAN PENYELIDIKAN - DR. NORSUHANA BINTI OMAR / RADDA MUSTAPHA ISMAIL (JAB. FISIOLOGI) [SL REF. NO.: 2024/280],Syahirah,ELK Biotech,Elisa kit,"RM3,105.00","29 August, 2024",Online Bidding,No,WAN CARE SCIENTIFIC SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"27 August, 2024","30 August, 2024",UM,G8/G814/2024/08/78773,PEMBELIAN UNTUK MURASHIGE AND SKOOG (MS) MEDIUM - FP057-2023 - TBC,Syahirah,Phytotech,MS Media,RM900.00,"29 August, 2024",Online Bidding,No,BIOTEK ABADI SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"27 August, 2024","30 August, 2024",UM,S/S03/2024/08/88394,[ISB-21/6] TAWARAN MEMBEKAL DAN MENGHANTAR PH ELECTRODE COMBINATION UNTUK PENGAJARAN PROGRAM SPAS,Syahirah,Mettler Toledo,pH Electrode,"RM3,360.00","30 August, 2024",Online Bidding,No,RANK SYNERGY SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"27 August, 2024","30 August, 2024",UM,S/S03/2024/07/88302,ISB 14/15 : PERMOHONAN PEMBELIAN PH METER BENCHTOP INI ADALAH UNTUK KEGUNAAN KELAS PENGAJARAN AMALI BIOKIMIA SIJ 2008 & SIJ 2009 (HAZWANI-0379676791),Syahirah,Mettler Toledo,F20,"RM3,750.00","30 August, 2024",Online Bidding,No,KIT SYSTEM RESOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"30 August, 2024","2 September, 2024",NIH,SQ240000000818722,SQ Cell Counter Consumables,Syahirah,Logos Biosystem,Luna II consumables,"RM14,300.00","2 September, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"2 September, 2024","3 September, 2024",UKM,NETSDP202419193,"MEMBEKAL DAN MENGHANTAR BAHAN PENYELIDIKAN "" VORTEX GENIE 2"" UNTUK KEGUNAAN PROF MADYA DR. ELENA AISHA KOD PROJEK: LRGS/1/2021/SKK15/UKM/02/2",ET Lim,Scientific Industries,Vortex Genie 2,"RM2,460.00","2 September, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"4 September, 2024","6 September, 2024",UM,M01/2024/08/80907,"PEMBELIAN PIPETTE TIPS - BULK DAN RACKED UNTUK TAMBAHAN SEMULA STOK BAHAN BEKALAN GUNA HABIS DI FOM SUPPLY STORE, FAKULTI PERUBATAN, UM",ET Lim,Chanshow,tips,RM507.60,"5 September, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"5 September, 2024","9 September, 2024",MMU,NA,To supply General service & PPM for BSC,Zul,Nuaire,PPM,"RM2,200.00","9 September, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"10 September, 2024","13 September, 2024",UKM,NETSDP202419793,"MEMBEKAL DAN MENGHANTAR BAHAN PAKAIHABIS AFM DAN TEM UNTUK UNIT MORFOLOGI, MAKMAL I-CRIM, ALAF-UKM.",Isyraf,Park System,Cantilever,"RM4,000.00","11 September, 2024",Email,No,AC SCIENTIFIC SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"12 September, 2024","13 September, 2024",UKM,NETSDP202420098,"MEMBEKAL DAN MENGHNATAR BAHAN KIMIA KE JABATAN FARMAKOLOGI, FAKULTI PERUBTAN UKM UNTUK PENYELIDIKAN MENGGUNAKAN GERANFF-2024-090. KETUA GERAN DR WONG SOK KUAN",Syahirah,OZ Bioscience,SilenceMag,"RM2,260.00","12 September, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"17 September, 2024","18 September, 2024",MKA IPOH,SQ240000000882003,REPLACEMENT CO2 REGULATOR DUAL STAGE,Zul,,CO2 regulator,"RM1,500.00","18 September, 2024",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"20 September, 2024","25 September, 2024",UM,Y4/Y401/2024/09/57630,PURCHASING OF OIL FREE AIR COMPRESSOR FOR AEROBIOLOGY RESEARCH PURPOSE,Syahirah,Rocker,Oil Free Compressor ,"RM2,600.00","23 September, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"17 September, 2024","26 September, 2024",USIM,USIMS202400043,"PEROLEHAN BAGI PERALATAN MAKMAL DAN PERGIGIAN UNTUK KEGUNAAN MAKMAL SAINS ASAS DAN KLINIK DI FAKULTI PERGIGIAN, USIM KAMPUS PANDAN, KUALA LUMPUR DALAM TEMPOH TIGA (3) BULAN PEMBEKALAN",ET Lim,Mettler Toledo,F20 standard,"RM9,485.00","24 September, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"25 September, 2024","3 October, 2024",UTAR,FS/DCS/2024/OE052,Angle Rotor,Megan,Dynamica,Rotor,"RM6,500.00","26 September, 2024",Email,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"23 September, 2024","26 September, 2024",UM,FA/FA03/2024/09/322,PURCHASE ELECTRONIC SINGLE-CHANNEL PIPETTES & TIPS,ET Lim,Vistalab,Pipette & Tips,"RM8,280.00","26 September, 2024",Online Bidding,No, INTELAB SCIENTIFIC SOLUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"6 September, 2024","27 September, 2024",UM,UM.G/FSD/PC/804/2024/25 (S/S03/2024/03/84066),"TAWARAN MEMBEKAL, MENGHANTAR, MEMASANG DAN MENTAULIAH PERALATAN SAINTIFIK UNTUK KEGUNAAN PENGAJARAN DAN PEMBELAJARAN DI INSTITUT SAINS BIOLOGI, FAKULTI SAINS, UNIVERSITI MALAYA",ET Lim,,Multiple items,"RM1,640,080.00","27 September, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"30 September, 2024","3 October, 2024",UKM,NETSDP202421331,"MEMBEKAL, MENGHANTAR DAN MENGUJITAULIAH (2 TO 8?C PHARMACY REFRIGERATOR) UNTUK KEGUNAAN PROJEK THE MALAYSIAN COHORT. PDE66/ARAJ/COHORT/098/2024",Suzanna,Mether,Refrigerator,"RM17,600.00","3 October, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"2 October, 2024","4 October, 2024",UKM,NETSDP202421574,"MEMBEKALKAN, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH GUNA AUTOMATED CELL COUNTER (WITH BRIGHT FIELD MEASUREMENTS) UNTUK PUSAT KAJIAN PENUAAN SIHAT DAN KESEJAHTERAAN (HCARE), ARAS BAWAH, BLOK J, UKM KAMPUS KL DENGAN MENGGUNAKAN PERUNTUKAN FSK28 (PM DR. ARIMI FITRI MAT LUDIN)",ET Lim,Logos Biosystem,Luna-II,"RM12,100.00","4 October, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"7 October, 2024","9 October, 2024",USM,USMPT/INDUK/24/18437(S4),PENGGANTIAN ALAT GANTI PERALATAN MAKMAL - FIBRE PLUG FURNACE,Arif,Nabertherm,Fibre plug,"RM2,100.00","8 October, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"14 October, 2024","15 October, 2024",UKM,NETSDP202422743,"MEMBEKAL, MENGHANTAR, MINI CENTRIFUGE UNTUK MAKMAL TOKSIKOLOGI ARAS 3 BLOK B , PUSAT CORE,UKMKL - PERUNTUKAN 50% FSK1 & 50% FSK17- KELULUSAN MESYUARAT BAJET BIL.9/2024",ET Lim,Allsheng,Mini-6k,RM900.00,"15 October, 2024",Online Bidding,No,RIDGE BIOMED SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"15 October, 2024","16 October, 2024",SIRIM,EQ-2024-4719,ELISA KIT – RAT-IgG AND RAT-IgA,Choi,Finetest,ELISA Kit,"RM5,800.00","16 October, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"16 October, 2024","17 October, 2024",SIRIM,EQ-2024-4761,"ELISA KIT – TNFa, IL-2, IL-13, AND IL-10 (RAT SOURCE)",Choi,Finetest,ELISA Kit,"RM9,600.00","17 October, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"7 October, 2024","21 October, 2024",FRIM,SH 77/2024,"Cadangan Membekal, Menghantar, Memasang dan Mentauliah Satu(1) unit peralatan CO2 Incubator di Makmal Biologi, Bahagian Hasilan Semulajadi untuk Institut Penyelidikan Perhutanan Malaysia (FRIM), Kepong, Selangor Darul Ehsan.",ET Lim,Nuaire,CO2 Incubator,"RM53,059.00","18 October, 2024",Hardcopy by Hand,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"15 October, 2024","22 October, 2024",POLITEKNIK KUANTAN,QT240000000030968,"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJILARI DAN LATIHAN PERALATAN KESELAMATAN MAKANAN JABATAN TEKNOLOGI MAKANAN DI POLITEKNIK SULTAN HAJI AHMAD SHAH, KUANTAN, PAHANG",Huda,Testex,Light & Weather Fastness Tester,"RM220,000.00","22 October, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"23 October, 2024","27 October, 2024",UMP,FIST/RFQ/2024 (83),CHEMICALS / CONSUMABLES ,Hock Seng,MERCK,CHEMICALS / CONSUMABLES ,"RM4,260.00","24 October, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"18 October, 2024","25 October, 2024",UMP,FIST/RFQ/2024 (78),Conductivity Meter,Hock Seng,Mettler Toledo,FP30,"RM7,900.00","24 October, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"18 October, 2024","24 October, 2024",UTAR,FS/FGO/ShitCS/001,RFQ Consumables,Choi,,consumables,"RM1,178.00","24 October, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"18 October, 2024","24 October, 2024",UTAR,FS/FGO/ShitCS/002,RFQ Micropipette,Choi,Dlab,Hipette,"RM1,680.00","24 October, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"23 October, 2024","25 October, 2024",UKM,NETSDP202423610,MEMBEKAL DAN MENGHANTAR BARANG PAKAI HABIS UNTUK PENYELIDIKAN DI MAKMAL PENYELIDIKAN ( DR WONG YUNG HUA-TAF316) FAKULTI PERGIGIAN.NP:TAF316/WYH/1/2024,ET Lim,Ugo Basile,"Aesthesio, Precise Tactile Sensory Evaluator Kit","RM7,780.00","24 October, 2024",Online Bidding,No,MUDA CEMERLANG SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"24 October, 2024","25 October, 2024",UKM,NETSDP202423728,"MEMBEKAL, MENGHANTAR, PH METER UNTUK MAKMALTOKSIKOLOGI ARAS 3 BLOK B , PUSAT CORE,UKMKL - PERUNTUKAN 50% FSK1 & 50% FSK17- KELULUSAN MESYUARAT BAJET BIL.9/2024
",ET Lim,Mettler Toledo,F20 standard,"RM3,720.00","24 October, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"17 October, 2024","24 October, 2024",UPM,SH108/2024/5450833/UPMS,"SEBUT HARGA UNTUK MEMBEKAL, MENGHANTAR, MENGUJILARI DAN MENTAULIAH PERALATAN MAKMAL CHEMILUMINESCENT IMAGING SYSTEM, UV/VIS SPECTROSCOPY, SHAKER INCUBATOR DAN POTENTIOSTAT",Choi,,Multiple items,"RM449,400.00","24 October, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"28 October, 2024","30 October, 2024",SIRIM,EQ-2024-5075,"PEMBELIAN ELISA KIT BAGI PENGUJIAN SAMPEL (JOB TESTING)",Choi,"Finetest, Reed Biotech",Elisa Kit,"RM5,640.00","28 October, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"23 October, 2024","30 October, 2024",NIH,QT240000000031340,"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJI, MENTAULIAH DAN MENYENGGARA (DALAM TEMPOH JAMINAN) - SATU (1) UNIT CO2 INCUBATOR DI PUSAT EHRC, INSTITUT PENYELIDIKAN PERUBATAN (IMR), INSTITUT KESIHATAN NEGARA (NIH), SETIA ALAM, SELANGOR",ET Lim,Nuaire,NU-5731 CO2 incubator,"RM40,600.00","29 October, 2024",Online Bidding,No,STRAITS SCIENTIFIC (M) SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"24 October, 2024","1 November, 2024",NIH,QT240000000031337,"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJI, MENTAULIAH DAN MENYENGGARA (DALAM TEMPOH JAMINAN) - SATU (1) UNIT CO2 INCUBATOR DI BioRCF, INSTITUT PENYELIDIKAN PERUBATAN (IMR), INSTITUT KESIHATAN NEGARA (NIH), SETIA ALAM, SELANGOR",ET Lim,Nuaire,NU-5710 CO2 Incubator,"RM42,600.00","29 October, 2024",Online Bidding,No,AZTEC SINAR SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"18 October, 2024","1 November, 2024",ABI,NIBM-ABI/PRC/RFQ/01/2024-014,"PEROLEHAN PERSONAL PROTECTIVE EQUIPMENT (PPE) BSL3 DI AGRO-BIOTEHCNOLOGY
INSTITUTE (ABI), NATIONAL INSTITUTES OF BIOTECHNOLOGY MALAYSIA (NIBM).",Choi,,PPE,"RM70,235.00","1 November, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"18 October, 2024","6 November, 2024",NIBM-IPHARM,NIBM-IPH/PRC/TEN/03/2024-002,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH SEHINGGA LENGKAP BERFUNGSI PERALATAN SAINTIFIK BAGI MAKMAL BIOKESELAMATAN HAIWAN KELAS III (ABSL-III) DI INSTITUT FARMASEUTIKAL DAN NUTRASEUTIKAL MALAYSIA (IPHARM), NATIONAL INSTITUTES OF BIOTECHNOLOGY MALAYSIA (NIBM)",Choi,,Multiple items,"RM2,478,300.00","6 November, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"29 October, 2024","7 November, 2024",UKM,NETSDP202423942,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA ALAT PENYELIDIKAN KE MAKMAL INBIOSIS, UKM (RP3) : VORTEX (2)",Suzanna,Wiggens,Vortex 3000,"RM1,240.00","6 November, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"29 October, 2024","7 November, 2024",UKM,NETSDP202423943,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA ALAT PENYELIDIKAN KE MAKMAL INBIOSIS, UKM (RP3) : PH METER (2)",Suzanna,Mettler Toledo,F20,"RM4,335.00","7 November, 2024",Online Bidding,No,HASUNO SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"7 November, 2024","8 November, 2024",JABIL,#3785047,Chemical Cabinet ,Shahrul,Justrite,893080,"RM11,600.00","7 November, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"5 November, 2024","13 November, 2024",UMT,UMT/FPSM/PT-03/2024,"SEBUT HARGA PERKHIDMATAN SEWAAN PERALATAN MAKMAL UNTUK TUJUAN PENYELIDIKAN BAGI TEMPOH DUA (2) TAHUN DI UNIVERSITI MALAYSIA TERENGGANU 

",Suzanna,,Multiple items,"RM100,110.00","11 November, 2024",Hardcopy by Courier,Yes,Permula Sdn Bhd,"PO Life Science (RM 23,710)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"18 November, 2024","21 November, 2024",UKM,NETSDP202425424,"MEMBEKAL, MENGHANTAR DAN MEMASANG DIGITAL CAMERA UNTUK ALAT COMPOUND MICROSCOPE DI MAKMAL I-CRIM, ALAF-UKM",Isyraf,HAYEAR,Microscope camera,"RM1,600.00","19 November, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"18 November, 2024","20 November, 2024",SIRIM,EQ-2024-5710,"ELISA KIT – IgG, IgA, TNFa, IL-2, IL-13, AND IL-10 (RAT SOURCE)",Choi,Finetest,Elisa Kit,"RM15,400.00","20 November, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"11 November, 2024","21 November, 2024",UCMI,UCMI/TENDER/08/2024/T),"RETENDER PEMBELIAN, PEMBEKALAN, PEMASANGAN DAN PERKHIDMATAN
SELEPAS JUALAN BAGI PERALATAN RHEOMETER YANG DIGUNAKAN
UNTUK TUJUAN PENGAJARAN DAN PEMBELAJARAN PRAKTIKAL BAGI
PROGRAM BACHELOR OF SCIENCE IN PHARMACEUTICAL TECHNOLOGY
(HONOURS) DAN BACHELOR OF PHARMACY (HONOURS)",Wan Han,Lamy Rheology,Rheometer,"RM111,000.00","21 November, 2024",Hardcopy by Hand,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"21 November, 2024","25 November, 2024",UM,"	
S/J153/2024/11/816",UM.S/D/417_2024 (144) - Membekal Dan Menghantar PH Meter Bagi Makmal Pengajaran Fizikal,Suzanna,Mettler Toledo,F20 pH meter,"RM3,720.00","25 November, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"25 November, 2024","27 November, 2024",UKM,NETSDP202426229,"USB3-2024-VM MEMBEKAL, MENGHANTAR DAN MENGUJILARI SET LENGKAP VORTEX MIXER KE FST, UKM",Suzanna,Wiggens,Vortex3000,"RM2,820.00","26 November, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"27 November, 2024","28 November, 2024",UKM,NETSDP202426506,"MEMBEKAL DAN MENGHANTAR ELISA KIT TNF-ALPHA UNTUK PENYELIDIKAN (PROF SUZANA MAKPOL/LIYANA) DENGAN MENGGUNAKAN PERUNTUKAN FF-2022-402, N/P:G054/24",ET Lim,ELK Biotech,Elisa Kit,"RM1,475.00","27 November, 2024",Online Bidding,No,INSPHIRO TECHNOLOGIES SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"27 November, 2024","28 November, 2024",UKM,NETSDP202426508,"MEMBEKAL DAN MENGHANTAR ELISA KITA IL-6 UNTUK PENYELIDIKAN (PROF SUZANA MAKPOL/LIYANA) DENGAN MENGGUNAKAN PERUNTUKAN FRGS/1/2024/SKK10/UKM/01/1, N/P: G053/24",ET Lim,ELK Biotech,Elisa Kit,"RM1,475.00","27 November, 2024",Online Bidding,No,INSPHIRO TECHNOLOGIES SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"26 November, 2024","29 November, 2024",UKM,NETSDP202426396,MEMBEKAL DAN MENGHANTAR MULTICHANNEL PIPETTE UNTUK KEGUNAAN PROJEK PENYELIDIKAN PRIHATIN. ARAJ/PRIHATIN/MSB/2024/027,Suzanna,Mettler Toledo,Multichannel pipette,"RM32,345.00","28 November, 2024",Online Bidding,No,MEDIGENE SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"22 November, 2024","29 November, 2024",WD Media,MY5125_122760,Spectrophotometer U2900,Wan Han,Hitachi,Spectrophotometer,"RM148,546.00","28 November, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"22 November, 2024","2 December, 2024",UiTM,"UiTM/B2/PER/SHR/B/1124/0043
","CADANGAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJILARI DAN MENYELENGGARA (SEMASA DALAM TEMPOH JAMINAN) PERALATAN MAKMAL UNTUK KEPERLUAN MAKMAL PEMBELAJARAN BIOLOGI KE FAKULTI PENDIDIKAN, UiTM CAWANGAN SELANGOR, KAMPUS PUNCAK ALAM",ET Lim,,Multiple items,"RM21,750.00","2 December, 2024",Online Bidding,,,*Submission through DMB Kembara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"22 November, 2024","4 December, 2024",UiTM,"UiTM/B2/PER/SHR/B/1124/0044
","KeteranganCADANGAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJILARI DAN MENYELENGGARA (SEMASA DALAM TEMPOH JAMINAN) PERALATAN MAKMAL UNTUK TUJUAN PENGAJARAN DAN PEMBELAJARAN KE MAKMAL-MAKMAL DI FAKULTI FARMASI, UiTM CAWANGAN SELANGOR, KAMPUS PUNCAK ALAM",ET Lim,Biobase,CO2 Incubator,"RM65,400.00","4 December, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"2 December, 2024","6 December, 2024",UiTM,UiTM/B6/PER/PT/B/1124/2466,"KeteranganCadangan Membekal dan Menghantar Multichannel Pipette bagi kegunaan Unit Imunologi, Jabatan Makmal Diagnostik Klinikal, PPUiTM Sg. Buloh.
",Suzanna,Mettler Toledo,Pipet-Lite Multi Pipette L8-300XLS+ (20–300 ?L),"RM7,380.00","6 December, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"28 November, 2024","6 December, 2024",USM,USMSHU/INDUK/24/00015,"TO SUPPLY, DELIVER, INSTALL AND COMISSIONING MICROWAVE DIGESTER TO PUSAT PENGAJIAN SAINS KIMIA, UNIVERSITI SAINS MALAYSIA, MAIN CAMPUS, PULAU PINANG",Megan,CEM,Mars 6,"RM155,000.00","6 December, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"27 November, 2024","13 December, 2024",FGV Delima Oil Products Sdn Bhd,Q240342855,"TO SUPPLY MATERIAL, MANPOWER, TOOLS, EQUIPMENTS, ACCESSORIES, TESTING & COMMISSIONING AND ALL ELSE NECESSARY CONSUMABLE FOR NEW AUTO LEAK TESTER AT DELIMA OIL PRODUCTS SDN. BHD. PASIR GUDANG, JOHOR.",Wan Han,GBPI,GB-M Leakage Tester,"RM25,000.00","13 December, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"13 December, 2024","15 December, 2024",USM,USMPT/KESIHATAN/24/26029,"MEMBEKAL, MENGHANTAR, MEMASANG DAN KOMISYEN ALATAN REFRIGERATED MICROCENTRIFUGE KE INFORMM KAMPUS KESIHATAN, KELANTAN",ET Lim,Dynamica,V15R Pro,"RM30,200.00","13 December, 2024",Online Bidding,No,INTERSCIENCE SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"18 December, 2024","19 December, 2024",UKM,NETSDP202427518,"MEMBEKAL DAN MENGHANTAR BAHAN PENYELIDIKAN "" L12005 PHOTONSLIDES"" UNTUK KEGUNAAN PROF MADYA DR. ELENA AISHA KOD PROJEK: LRGS/1/2021/SKK15/UKM/02/2",ET Lim,Logos biosystem,consumables,"RM1,860.00","18 December, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
